ClassName,fanIN,fanOut,lcom2,lcom3,numberOfAttributes,numberOfLinesOfCode,numberOfMethods
IntrinsicElements,0,0,0,0,2,0,0
Output,0,0,0.5,0.666666667,3,0,5
,,,,,,,
moyenne,0,0,0.25,0.333333333,2.5,0,2.5
