"ClassName","fanIN","fanOut","lcom2","lcom3","numberOfAttributes","numberOfLinesOfCode","numberOfMethods"
"Card","0","0","0.0","0.0","3","16","0"
"MonopolyGame","1","4","0.8333333333333334","0.9090909090909091","12","310","13"
"Property","1","0","0.0","0.0","3","36","1"
"Square","1","0","0.0","0.0","1","25","3"
"Player","2","0","0.0","0.0","3","24","1"
"Debt","1","2","0.5","1.0","1","53","3"
"HouseRules","0","0","0.0","0.0","23","69","0"
