,ContNb,Commit
0,1,https://github.com/aurelia/framework/commit/45bbae48eea46688a1a8e308bbd54f1ad354b68b
1,1,https://github.com/aurelia/framework/commit/45bbae48eea46688a1a8e308bbd54f1ad354b68b
2,2,https://github.com/aurelia/framework/commit/d1ad4de755e6d74dba09b4573e386179187797de
3,2,https://github.com/aurelia/framework/commit/d1ad4de755e6d74dba09b4573e386179187797de
